ID;Количество комнат;Новостройка/вторичка;Метро;Время до метро;Способ;Адрес;Площадь, м2;Этаж;Этажей;Тип дома;Цена (руб);Описание;Окна;Санузел;Год постройки;Балкон;Лифт;Ссылка на объявление
156074739;1;новостройка;м.Саларьево;1;пешком;Москва, Московский поселение, д. Саларьево, улица Картмазовская, 46;28.2;5;25;Монолитный;3736500;Новостройка Продается 1комн. квра площадью 28,2 кв.м, Корпус 8, Секция 1  5 этаж 25этажного дома в ЖК Саларьево Парк от ГК ПИК. Жилой район Саларьево Парк расположен на югозападе Москвы рядом с метро Саларьево. Масштабная концепция развития района предусматривает возведение современных жилых домов и всей необходимой инфраструктуры в несколько очередей. Для жителей района планируется строительство детских садов, школ, поликлиник и паркингов. В зелёных дворахпарках без автомобилей будут обустроены детские и спортивные площадки, а также места для отдыха. На первых этажах домов разместятся магазины и предприятия сферы услуг. В пяти минутах езды расположены крупные торговые центры. В шаговой доступности от района находятся Ульяновское лесничество и река Сетунь. 25.04, 12 фото;14.2;Во двор;Совмещенный (1);2018;да;;https://www.cian.ru/sale/flat/156074739
155476290;1;новостройка;м.Люблино;4;транспортом;Москва, Цимлянская улица, 3С2;24.1;2;17;Монолитный;3738600;Новостройка Продается 1комн. квра площадью 24,12 кв.м, Корпус 1, Секция 8  2 этаж 17этажного дома в ЖК Влюблино от ГК ПИК. Жилой комплекс Влюблино расположен в Москве в 10 минутах ходьбы от метро Люблино. В него входят два многосекционных корпуса высотой 517 этажей и две 17этажных башни. Дома отличают оригинальная архитектура, яркие фасады и большие окна. На территории комплекса будут расположены детский сад на 140 мест и подземный паркинг. В уютном зелёном дворе будут обустроены детские площадки и места для отдыха. На первых этажах домов откроются магазины. Окружающий район обладает развитой инфраструктурой. В шаговой доступности находятся детские сады, школы, поликлиники и торговые центры. Для прогулок и отдыха идеально подойдёт Кузьминский парк. 25.04, 5 фото;14.27;Во двор;Совмещенный (1);2019;да;;https://www.cian.ru/sale/flat/155476290
151728774;1;новостройка;м.Люблино;4;транспортом;Москва, Цимлянская улица, 3С2;24.8;11;17;Монолитный;3741236;Новостройка Продается 1комн. квра площадью 24,76 кв.м, Корпус 1, Секция 7  11 этаж 17этажного дома в ЖК Влюблино от ГК ПИК. Жилой комплекс Влюблино расположен в Москве в 10 минутах ходьбы от метро Люблино. В него входят два многосекционных корпуса высотой 517 этажей и две 17этажных башни. Дома отличают оригинальная архитектура, яркие фасады и большие окна. На территории комплекса будут расположены детский сад на 140 мест и подземный паркинг. В уютном зелёном дворе будут обустроены детские площадки и места для отдыха. На первых этажах домов откроются магазины. Окружающий район обладает развитой инфраструктурой. В шаговой доступности находятся детские сады, школы, поликлиники и торговые центры. Для прогулок и отдыха идеально подойдёт Кузьминский парк. 25.04, 5 фото;17.56;Во двор;Совмещенный (1);2019;да;;https://www.cian.ru/sale/flat/151728774
151811056;1;новостройка;м.Алтуфьево;20;транспортом;Москва, 2-й мкр, к6;35.8;8;16;Монолитный;3744680;Новостройка Продается 1комн. квра площадью 35,8 кв.м, Корпус 9, Секция 7  8 этаж 16этажного дома в Мкрн Северный от ГК ПИК. Микрорайон Северный расположен справа от Дмитровского шоссе, в полутора километрах от МКАД. Административно микрорайон входит в состав столицы. При этом он достаточно удален от шумного города и находится в окружении красивых природных зон. Поэтому жильцы смогут наслаждаться живописным видом, который открывается из окон. Чтобы отдохнуть на природе, не нужно далеко ехать  все находится рядом. Владельцы квартир в новостройках будут обеспечены всеми необходимыми для комфортной жизни объектами инфраструктуры. В частности, здесь будет работать школа, детские сады, бизнеспарк, спортивные площадки, подземный паркинг. Инфраструктура спланирована таким образом, чтобы жители не нуждались ни в чем. Рядом с микрорайоном расположены развлекательные и торговые объекты, магазины. 25.04, 8 фото;14.2;Во двор;Совмещенный (1);2019;да;;https://www.cian.ru/sale/flat/151811056
151605375;1;вторичка;м.Бунинскаяаллея;16;транспортом;Москва, Щербинка, улица Барышевская Роща, 12;37.4;10;18;;3750000;ВНИМАНИЕЦЕНА СНИЖЕНАСРОЧНАЯ ПРОДАЖАКВАРТИРА В СОБСТВЕННОСТИ ПРОДАЕТСЯ 1комнатная квартира комната 16,6 м,кухня 11,5 м с выходом на лоджию 3,1 м,туалет и ванна 3,8 м, есть гардеробная 1,9 м, в новом современном кирпичном доме ЖК Примапарк.Комплекс расположен в Новой Москве, в 7км от МКАД по Варшавскому шоссе,в местечке Барыши с прудами,лесом и усадьбой Остафьево.ЗАСЕЛЯЕТСЯ АКТИВНО.Категория домаКомфорт,квартира с предчистовой отделкойрадиаторы отопления, ровные стены со штукатуркой, пластиковые окна и застекленная лоджия, ровная стяжка на полу, электроразводка по всей квартире,мет.дверь.Построен д.сад, сейчас строится школа и торг.центр. В соседнем дворе есть подземный ПАРКИНГ, можно купить или снять в аренду Можно доехать от ждстанции Щербинка и метроБунинскаяАллея маршруткой, ЛИБО от м.ЦАРИЦЫНО на электричке.. В настоящее время уже построена эстакада через жд переезд, улучшатся транспортная доступность, в 2017 году начинается строительство станции легкого трамв ..., 11 фото;16,6;Во двор;Совмещенный (1);;да;;https://www.cian.ru/sale/flat/151605375
156110460;1;новостройка;м.Выхино;20;транспортом;Москва, Покровская улица, 16;32.0;7;17;Панельный;3753260;Продается 1комн. квра площадью 32 кв.м на 7 этаже 17 этажного  дома в ЖК Некрасовка от компании ДСК1. Жилой комплекс Некрасовка  это микрорайон комплексной застройки в одноименном районе Москвы,  расположенном в 5 км от МКАД. Рядом с комплексом в 2018 году откроется новая станция метро Некрасовка, до которой от дома можно будет дойти пешком за 3 минуты.На территории микрорайона запланировано строительство детских садов, школ, поликлиники, а также многочисленные магазины.Жилой комплекс Некрасовка  это московская прописка, рядом расположены лесопарки, озера и реки. В 2016 году Национальное объединение изыскателей и проектировщиков НОПРИЗ признало жилой комплекс Некрасовка лучшим проектом объекта жилого значения стандарткласса., 6 фото;Во двор;Совмещенный (1);;;да;;https://www.cian.ru/sale/flat/156110460
153051927;1;новостройка;м.Алтуфьево;20;транспортом;Москва, 2-й мкр, к6;33.9;4;16;Монолитный;3759510;Новостройка Продается 1комн. квра площадью 33,9 кв.м, Корпус 10, Секция 4  4 этаж 16этажного дома в Мкрн Северный от ГК ПИК. Микрорайон Северный расположен справа от Дмитровского шоссе, в полутора километрах от МКАД. Административно микрорайон входит в состав столицы. При этом он достаточно удален от шумного города и находится в окружении красивых природных зон. Поэтому жильцы смогут наслаждаться живописным видом, который открывается из окон. Чтобы отдохнуть на природе, не нужно далеко ехать  все находится рядом. Владельцы квартир в новостройках будут обеспечены всеми необходимыми для комфортной жизни объектами инфраструктуры. В частности, здесь будет работать школа, детские сады, бизнеспарк, спортивные площадки, подземный паркинг. Инфраструктура спланирована таким образом, чтобы жители не нуждались ни в чем. Рядом с микрорайоном расположены развлекательные и торговые объекты, магазины. 25.04, 8 фото;12.7;Во двор;Совмещенный (1);2019;да;;https://www.cian.ru/sale/flat/153051927
156386854;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 15;38.0;5;9;Монолитно-кирпичный;3767800;Продается 1к квартира на 5м этаже 9этажного дома в корпусе 13.1 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2018 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 4 фото;Во двор;Раздельный (1);2018;;да;;https://www.cian.ru/sale/flat/156386854
156387284;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 8;40.0;3;7;Монолитно-кирпичный;3768800;Продается 1к квартира на 3м этаже 7этажного дома в корпусе 10.3 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2019 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 5 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/156387284
154645213;1;новостройка;м.ТеплыйСтан;15;транспортом;Москва, пос. Коммунарка, 4;29.7;13;21;Монолитно-кирпичный;3768930;Продается 1комн. квра площадью 29,7 кв.м на 13 этаже 21 этажного  дома в ЖК Новая Звезда  от компании КРОСТ. Жилой комплекс Новая Звезда строится в поселке Газопровод поселения Сосенское Новомосковского округа города Москвы. Это новый проект, предусматривающий строительство многоэтажных монолитных жилых домов переменной этажности. Все фасады домов будут очень красиво оформлены и объединены в единую стройную композицию, как на звездной сцене. В домах применяется панорамное остекление, в результате в квартиры проникает большое количество света, что позволяет экономить на электроэнергии. Помимо жилых домов будут построены школа и детские сады, молочная кухня. Построят кафе, рестораны, фитнесцентры, появятся отделения связи и банков. Через поселок Газопровод проходят 2 автобусных маршрута, на которых можно доехать до станции метро Теплый Стан. В обозримом будущем планируется строительство новой линии метро, которая будет проходить через поселок Газопровод. Рядом с поселком Газопроовод ..., 21 фото;18.1;Во двор;Совмещенный (1);2018;да;;https://www.cian.ru/sale/flat/154645213
156387729;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 9;40.0;6;15;Монолитно-кирпичный;3775600;Продается 1к квартира на 6м этаже 15этажного дома в корпусе 7.1 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2019 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 5 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/156387729
156000039;1;вторичка;м.ТеплыйСтан;20;транспортом;Москва, пос. Подсобного хозяйства Воскресенское, 40к1;44.0;9;17;;3780000;Полноценная   однокомнатная квартира с  двумя  окнами  Собственность  Прописка  Москва  Большая  застекленная  лоджия  с  панорамным остеклением в пол, на  ширину  кухни.  Начат ремонт. СВОБОДНАЯ ПРОДАЖА  НИКТО  НЕ  ПРОПИСАН СРОЧНЫЙ ВЫХОД НА СДЕЛКУ, 25 фото;21;Во двор;Совмещенный (1);2014;да;Да;https://www.cian.ru/sale/flat/156000039
152104220;1;новостройка;м.УлицаГорчакова;20;пешком;Москва, Сосенское поселение, Гавриково СНТ, улица Соловьиная Роща;42.0;2;15;Монолитно-кирпичный;3793802;Продается 1к квартира на 2м этаже 15этажного дома в ЖК Белые ночи. Комплекс расположен в 6 км от МКАД, Западном Бутово и пешей доступности от метро Улица Горчакова. К моменту заселения первых жителей в комплексе откроются новая школа для 550 учеников и детский сад. Рядом  благоустроенный участок лесопарка с прогулочными тропами и велодорожками, а также торговоразвлекательный центр. Ипотека от Сбербанка и других ведущих российских банков, рассрочка от застройщика АО А101. ФЗ214., 4 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/152104220
156075466;1;новостройка;м.Саларьево;1;пешком;Москва, Московский поселение, д. Саларьево, улица Картмазовская, 46;28.3;18;25;Монолитный;3795030;Новостройка Продается 1комн. квра площадью 28,3 кв.м, Корпус 8, Секция 1  18 этаж 25этажного дома в ЖК Саларьево Парк от ГК ПИК. Жилой район Саларьево Парк расположен на югозападе Москвы рядом с метро Саларьево. Масштабная концепция развития района предусматривает возведение современных жилых домов и всей необходимой инфраструктуры в несколько очередей. Для жителей района планируется строительство детских садов, школ, поликлиник и паркингов. В зелёных дворахпарках без автомобилей будут обустроены детские и спортивные площадки, а также места для отдыха. На первых этажах домов разместятся магазины и предприятия сферы услуг. В пяти минутах езды расположены крупные торговые центры. В шаговой доступности от района находятся Ульяновское лесничество и река Сетунь. 25.04, 12 фото;14.2;Во двор;Совмещенный (1);2018;да;;https://www.cian.ru/sale/flat/156075466
156387774;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 9;39.0;11;15;Монолитно-кирпичный;3797300;Продается 1к квартира на 11м этаже 15этажного дома в корпусе 7.1 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2019 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 5 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/156387774
154132723;1;вторичка;м.Пражская;20;пешком;Москва, Щербинка, улица Театральная, 9;35.0;2;3;Кирпичный;3800000;Отличная квартира с ремонтом, балкон застеклен, мет. дверь, код. замок, перспектива сноса, более 3 лет в собственности,  полная сумма в договоре, прямая продажа,;18;Во двор;Совмещенный (1);;да;Нет;https://www.cian.ru/sale/flat/154132723
155460520;1;вторичка;м.БульварДмитрияДонского;10;транспортом;Москва, Щербинка, Овражный мкр, улица Южный Квартал, 5;46.1;17;21;;3800000;Собственность Московская прописка Квартира Свободна, быстрый выход на сделку Продам 1 комнатную квартиру Новая Москва г.Щербинка, ЖК мкрн.Овражный, ул. Южный квартал дом 5, 15 мин. пешком до ст.Щербинка, м.Царицыно и м.Бульвар Дмитрия Донского 15 мин.тр., удобная пешая и транспортная доступность, дом 2015 года постройки, 1721 монолитного дома, 46,11811 сузел совм., лоджия 8 кв.м застеклена, стеклопакеты, окна на юг, домофон, чистый подъезд, консьерж, видеонаблюдение, во дворе детские и спортивные площадки, рядом детские сады, школы, магазины, торговый центр, вся инфраструктура района развита и благоустроенна.   т.89629621571., 32 фото;18;Во двор;Совмещенный (1);2015;да;Да;https://www.cian.ru/sale/flat/155460520
156000680;1;вторичка;м.Царицыно;10;транспортом;Москва, Касимовская улица, 17;32.0;1;12;;3800000;От Метро Павелецкая 20 минут электричкой. От метро Царицыно 10 минут на автобусе. От станции Бирюлёво Товарная 5 минут пешком. Окна во двор . Лоджия в квартире. Раздельный санузел. В квартире сделан черновой ремонт.                                                                                                       1.Демонтаж пола и стен под ключ  вынос мусора 2.Выравнивание стен шпаклёвка под обои туалет и ванна 3.Электрика под ключ 4.Заливка пола, стяжка керамзитом под маяк 5.натяжной потолок кухня, комната, коридор 6.Зачистка и покраска окон кухня, комната, балконОсталось выполнить чистовую отделку. Свободная продажа. Ипотека возможна., 13 фото;15;Во двор;Раздельный (1);;да;Нет;https://www.cian.ru/sale/flat/156000680
155953437;1;вторичка;;не указано;не указано;Москва, Флотская улица, 72А;23.1;1;5;Кирпичный;3800000;Небольшая уютная квартира с хорошей комнатой , полноценным санузлом, отельной кухней и прихожей. Теплый кирпичный дом. 1511 серии. Тихий, зеленый район. Хорошее транспортное сообщение от метро Водный Стадион  10 минут. на 70 маршруте. Ипотека. Первый взнос 800 т.р., 11 фото;15.8;На улицу;Совмещенный (1);;да;Нет;https://www.cian.ru/sale/flat/155953437
156613655;1;новостройка;м.Бунинскаяаллея;10;транспортом;Москва, Десеновское поселение, Андерсен ЖК, улица Нильса Бора, 10;39.0;3;3;Монолитно-кирпичный;3800000;Лот 14719., 5 фото;20.00;На улицу;Совмещенный (1);;да;;https://www.cian.ru/sale/flat/156613655
154523500;2;вторичка;м.ТеплыйСтан;40;транспортом;Москва, Щаповское поселение, пос. Щапово, 44;54.0;2;3;;3800000;Московская прописка. пос. Щапово, хорошая транспортная доступность рейсовый автобус до г. Подольска и удобный выезд на Калужское шоссе без пробок до метроСобственность более 3 лет  полная стоимость в договоре. Прямая продажа. Ипотека возможна. Ремонт, современная наборная мебель. Идеально чистый подъезд, хорошие соседи, отличная экология. Бонус покупателям бытовая техника на кухне в подарок., 4 фото;16-12;На улицу и двор;Раздельный (1);;да;Нет;https://www.cian.ru/sale/flat/154523500
154938882;1;вторичка;;не указано;не указано;Москва, Рязановское поселение, пос. Фабрики имени 1 Мая, 49;32.0;5;5;;3800000;В посёлке развитая инфраструктура новый дет.сад, новая школа, новый дом культуры, МФЦ,  почта, баня, поликлиника,  магазины,  рядом конноспортивный комплекс. Московская прописка. Посёлок  чистый и ухоженный, дом расположен на берегу реки Десна.  Все условия для проживания с детьми Есть детские и спортивные площадки,  красивая набережная, в шаговой доступности школа и детский сад. Квартира с ремонтом и мебелью,  очень светлая и тёплая. Окна выходят на запад.  Дом кирпичный, в подьезде недавно произведен ремонт. Газовая колонка горячая вода всегда.Хорошее транспортное сообщение.  Автобусы и маршрутные такси до м. Бунинская аллея и станции Щербинка 1015 мин. В собственности более десяти лет. Приходите на просмотр, 20 фото;17;;;да;;Нет;https://www.cian.ru/sale/flat/154938882
151424816;1;вторичка;м.Саларьево;10;транспортом;Москва, Филимонковское поселение, пос. Марьино, бульвар Светлый, 15к4;41.3;3;3;;3800000;Продаётся однокомнатная квартира в микрорайоне Рутаун, в посёлке Марьино. Прописка Москва. Хорошая транспортная доступность до метро Саларьево или метро Тёплый стан. Регулярно ходят маршрутки и муниципальные автобусы. Отличный вариант для сдачи в аренду, доходность до 10. Планировка квартиры  еврооднушка большая кухнягостиная с лоджией 20,4 метра. И маленькая уютная спальня  12,7 м. Автономное отопление и горячая вода итальянский двухконтурный газовый котёл. Проблем с горячей водой не бывает, а плата за отопление отсутствует. Один взрослый собственник с момента покупки. Покупалась в 2012 году у застройщика за живые деньги без ипотеки и кредитов. Свидетельство о собственности получено в июне 2015 года. Квартира с ремонтом от застройщика. В квартире никто не жил. Продаёт собственник., 12 фото;18;Во двор;Совмещенный (1);;да;Нет;https://www.cian.ru/sale/flat/151424816
156387331;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 9;44.0;2;15;Монолитно-кирпичный;3811700;Продается 1к квартира на 2м этаже 15этажного дома в корпусе 7.1 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2019 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 5 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/156387331
151778119;1;новостройка;м.Бунинскаяаллея;7;транспортом;Москва, пос. Коммунарка, улица Липовый Парк, 11;41.0;2;15;Монолитно-кирпичный;3815406;Продается 1к квартира на 2м этаже 15этажного дома в корпусе 19 ЖК Москва А101. Комплекс расположен в Новой Москве, 6,5 км от МКАД по Калужскому шоссе, в п. Коммунарка. Новый корпус возводится рядом со сложившимся районом Москва А101 с современной инфраструктурой детскими площадками, школой с бассейном, детскими садами наземным паркингом и 15минутной транспортной доступностью до метро Теплый стан. Отличительная особенность квартир  высокие 3метровые потолки, большие окна и удачные планировки. Дополнительное преимущество жилого комплекса  благоприятная экология, крупный лесной массив рядом и отсутствие промышленных предприятий. Ипотека от Сбербанка и других ведущих российских банков, рассрочка от застройщика АО А101. ФЗ214., 4 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/151778119
156387131;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 8;42.0;2;14;Монолитно-кирпичный;3823500;Продается 1к квартира на 2м этаже 14этажного дома в корпусе 10.2 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2019 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 5 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/156387131
152104467;1;новостройка;м.УлицаГорчакова;20;пешком;Москва, Сосенское поселение, Гавриково СНТ, улица Соловьиная Роща;41.0;5;15;Монолитно-кирпичный;3837606;Продается 1к квартира на 5м этаже 15этажного дома в ЖК Белые ночи. Комплекс расположен в 6 км от МКАД, Западном Бутово и пешей доступности от метро Улица Горчакова. К моменту заселения первых жителей в комплексе откроются новая школа для 550 учеников и детский сад. Рядом  благоустроенный участок лесопарка с прогулочными тропами и велодорожками, а также торговоразвлекательный центр. Ипотека от Сбербанка и других ведущих российских банков, рассрочка от застройщика АО А101. ФЗ214., 4 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/152104467
153609175;1;новостройка;м.Отрадное;15;пешком;Москва, Высоковольтный проезд, 5С1;22.3;15;25;Панельный;3840060;Новостройка Продается 1комн. квра площадью 22,3 кв.м, Корпус 1, Секция 2  15 этаж 25этажного дома в ЖК РимскогоКорсакова 11 от ГК ПИК. Жилой комплекс РимскогоКорсакова 11 удобно расположен, находится на севере Москвы в 15 минутах ходьбы от метро Отрадное, в двух остановках на общественном транспорте. Проект предусматривает строительство школы, детского сада, поликлиники и наземной автостоянки. На первых этажах домов разместятся магазины и предприятия сферы услуг. Район Отрадное обладает развитой инфраструктурой. В шаговой доступности от жилого комплекса расположены 3 детских сада, 3 школы, детская и взрослая поликлиника, торговые центры. Для детей работают многочисленные кружки, школы и секции. 25.04, 8 фото;11.2;Во двор;Совмещенный (1);2018;да;;https://www.cian.ru/sale/flat/153609175
156235717;1;вторичка;м.Бунинскаяаллея;10;транспортом;Москва, Щербинка, улица Барышевская Роща, 12;39.0;14;19;Монолитно-кирпичный;3850000;Просторная квартира. Удобная планировка. Великолепный вид из окон. Предчистовая отделка возведены и отштукатурены стены. Электроразводка по квартире с установкой конечных элементов выключателей и розеток. Стяжка пола. Радиаторы отопления. Хорошего качества стеклопакеты. Гардеробная 2.8. Лоджия застеклена.Железная дверь. Благоустроенный район со всей развитой инфраструктурой. ТРЦ, все виды магазинов. Школа и два детских сада. Аптеки. Отличная транспортная доступность к метро и жд станции Щербинка. Московская прописка., 15 фото;16;Во двор;Совмещенный (1);2014;да;Да;https://www.cian.ru/sale/flat/156235717
156177639;1;вторичка;м.Саларьево;None;пешком;Москва, пос. Внуково, Интернациональная улица, 2к1;35.4;4;17;;3850000;Предлагается к продаже уютная однокомнатная квартира в Москве, с ремонтом, готовая к проживанию, расположенная на 4 этаже 17 этажного панельного дома. Чистый подъезд, консьерж, доброжелательные соседи. Собственность, никто не зарегистрирован. Свободная продажа. Возможна покупка с использованием ипотечного кредита., 17 фото;14.3;Во двор;Раздельный (1);;да;Да;https://www.cian.ru/sale/flat/156177639
153761982;1;вторичка;м.ТеплыйСтан;15;транспортом;Москва, Десеновское поселение, Андерсен ЖК, улица Нильса Бора, 10;43.0;3;3;Кирпичный;3850000;Реально существующая квартира Приобреталась не как инвестиции , а именно для себя , но в связи со сложной ситуацией , в том числе и на рынке, приходится продавать. Площадь соответствует заявленным параметрам в обьявлении, оформление документов по квартире , по 214ФЗ., уступка прав требования. На данный момент это пока возможно, акт приема  передачи  не подписан, Показ очень оперативно.Внутренняя инфраструктура ЖК Андерсен включает в себя обширную общественную территорию для прогулок и отдыха  ,набережнаяпроменад лавочки и беседки спортивные площадки на открытом воздухе  площадка для выгула собак .Для удобного проживания в ЖК Андерсен разрабатываются объекты социальной инфраструктуры супермаркет , детский сад , административное здание ,торговые площади. Вблизи ЖК Андерсен расположены  Центр культуры и творчества Дом ученых Троицкого научного центра РАН Культурнотехнический центр профсоюзного комитета . Центр  МоСТ  молодежный комитет города  Дворец спорта Квант  Детская ..., 19 фото;15.5;Во двор;Совмещенный (1);;да;;https://www.cian.ru/sale/flat/153761982
155686508;1;вторичка;м.Бунинскаяаллея;15;транспортом;Москва, Щербинка, Овражный мкр, улица Южный Квартал, 6;46.2;12;22;;3850000;Предлагаю купить 1ком. квартиру в г. Москва, г. Щербинка, мкр. Овражный, Южный квартал, д. 6, этаж 12. Квартира без отделки. Площадь общая 46,2 кв. м, жилая 19,2 кв. м, кухня 15,5 кв. м. РАСПАШОНКА Окна выходят на две стороны. Самая большая однокомнатная квартира в районе В квартире и на балконе установлены пластиковые стеклопакеты Разведена электрика, установлены розетки и висят лампочки. В ванной сделана гидроизоляция.  Квартира очень светлая и теплая. Дом заселен. В подъезде консьерж и видеодомофон. Очень много детских и спортивных площадок. В шаговой доступности маршрутки до м. Бунинская аллея и м. Бульвар Дмитрия Донского. 15 мин. пешком до жд платформы Щербинка. СОБСТВЕННОСТЬ Никто не прописан. полная стоимость в договоре. Подходит под любую ипотеку или субсидию. Я собственник Свободная продажа. Оперативный показ., 11 фото;19,2;На улицу и двор;Совмещенный (1);;да;Да;https://www.cian.ru/sale/flat/155686508
